field_codi_equipament,field_comarca,field_municipi,field_nom_equipament,field_espai_principal
811890026,Maresme,El Masnou,CAMP MUNICIPAL D'ESPORTS OCATA,CAM
811890031,Maresme,El Masnou,CIRCUIT ESPORTIU PG. MARÍTIM,Altres espais
811890021,Maresme,El Masnou,COMPLEX ESPORTIU MUNICIPAL,PCO
811890038,Maresme,El Masnou,PISTA DE BÀSQUET JARDINS LLUÍS COMPANYS,POL
811890005,Maresme,El Masnou,PISTES DE PETANCA PL. RAMON Y CAJAL,PET
811890061,Maresme,El Masnou,PISTES ESPORTIVES VALLMORA,POL
811890035,Maresme,El Masnou,PLATJA D'OCATA,Altres espais
811890037,Maresme,El Masnou,SKATEPARK AV. PAU CASALS,Altres espais
811890024,Maresme,El Masnou,ZONA ESPORTIVA PAÏSOS CATALANS,POL
811890030,Maresme,El Masnou,ZONA ESPORTIVA PAU CASALS,POL
812130193,Maresme,Mataró,ÀREA D'ACTIVITAT FÍSICA CAN MORROS,PET
812130056,Maresme,Mataró,ÀREA D'ACTIVITAT FÍSICA PARC CENTRAL,Altres espais
812130174,Maresme,Mataró,ÀREA D'ACTIVITAT FÍSICA PL. CIUTAT CEHEGÍN,Altres espais
812130186,Maresme,Mataró,ÀREA D'ACTIVITAT FÍSICA RIERA DE FIGUERA MAJOR,CAM
812130086,Maresme,Mataró,CAMP ABRIL CD RONDA,CAM
812130165,Maresme,Mataró,CAMP MPAL. DE FUTBOL A7 FRANCISCO MELERO NAVARRO,CAM
812130040,Maresme,Mataró,CAMP MUNICIPAL DE FUTBOL CAN XALANT,CAM
812130080,Maresme,Mataró,CAMP MUNICIPAL DE FUTBOL CIRERA,CAM
812130085,Maresme,Mataró,CAMP MUNICIPAL DE FUTBOL DE ROCAFONDA,CAM
812130083,Maresme,Mataró,CAMP MUNICIPAL DE FUTBOL LA LLÀNTIA,CAM
812130030,Maresme,Mataró,CAMP MUNICIPAL DE FUTBOL PLA D'EN BOET,CAM
812130029,Maresme,Mataró,CAMP MUNICIPAL DE FUTBOL VISTA ALEGRE - MOLINS,CAM
812130132,Maresme,Mataró,CAMP MUNICIPAL D'ESPORTS DEL CENTENARI,CAM
812130081,Maresme,Mataró,CAMP MUNICIPAL D'HOQUEI HERBA,CAM
812130177,Maresme,Mataró,CEE LES AIGÜES,POL
812130120,Maresme,Mataró,CENTRE POLIESPORTIU EL SORRALL,PCO
812130195,Maresme,Mataró,CIRCUIT MUNICIPAL BMX,Altres espais
812130173,Maresme,Mataró,CIRCUIT MUNICIPAL DE CROSS,Altres espais
812130172,Maresme,Mataró,CISTELLA DE BÀSQUET C. SANT POL,Altres espais
812130184,Maresme,Mataró,CISTELLA DE BÀSQUET PTGE. PAU CLARIS,Altres espais
812130178,Maresme,Mataró,ESPAI GATASSA,SAL
812130129,Maresme,Mataró,ESPAI MUNICIPAL DE BILLAR,SAL
812130136,Maresme,Mataró,ESTADI MUNICIPAL D'ATLETISME,CAM
812130144,Maresme,Mataró,GIMNÀS MUNICIPAL CASAL DE JOVES,SAL
812130034,Maresme,Mataró,HALF PIPE C. SANT CUGAT,Altres espais
812130043,Maresme,Mataró,INSTAL·LACIONS DE BOMBERS,SAL
812130145,Maresme,Mataró,PALAU D'ESPORTS MUNICIPAL JOSEP MORA,PAV
812130095,Maresme,Mataró,PARC FORESTAL,Altres espais
812130164,Maresme,Mataró,PAVELLÓ POLIESPORTIU CARRER EUSKADI,PAV
812130069,Maresme,Mataró,PISCINA MUNICIPAL,PCO
812130062,Maresme,Mataró,PISTA POLIESPORTIVA CAN CLAVELL,POL
812130002,Maresme,Mataró,PISTA POLIESPORTIVA DEL PARC DEL NORD,POL
812130001,Maresme,Mataró,PISTA POLIESPORTIVA LA LLÀNTIA,POL
812130182,Maresme,Mataró,PISTA POLIESPORTIVA MUNICIPAL DE CIRERA,POL
812130052,Maresme,Mataró,PISTA POLIESPORTIVA MUNICIPAL DEL PALAU,POL
812130119,Maresme,Mataró,PISTA POLIESPORTIVA ROCAFONDA,POL
812130188,Maresme,Mataró,PISTES DE PETANCA CAMÍ DE LA SERRA,PET
812130039,Maresme,Mataró,PISTES DE PETANCA CASAL DE LA GENT GRAN,PET
812130055,Maresme,Mataró,PISTES DE PETANCA CLUB ROCA 81,PET
812130192,Maresme,Mataró,PISTES DE PETANCA LA LLÀNTIA,PET
812130051,Maresme,Mataró,PISTES DE PETANCA PARC PALAU,PET
812130027,Maresme,Mataró,PISTES DE PETANCA PENYA L'ESPLANADA,PET
812130054,Maresme,Mataró,PISTES DE PETANCA PL. CATALUNYA,PET
812130047,Maresme,Mataró,PISTES DE PETANCA PLA D'EN BOET,PET
812130037,Maresme,Mataró,PISTES DE PETANCA RAMÓN BERENGUER,PET
812130036,Maresme,Mataró,PISTES MUNICIPALS DE PETANCA ST. SIMÓ,PET
812130049,Maresme,Mataró,PLATJA DEL CALLAO,Altres espais
812130042,Maresme,Mataró,PLATJA DEL VARADOR,Altres espais
812130155,Maresme,Mataró,POLIESPORTIU MUNICIPAL EUSEBI MILLAN,PAV
812130065,Maresme,Mataró,POLIESPORTIU MUNICIPAL JAUME PARERA I LEON,PAV
812130163,Maresme,Mataró,POLIESPORTIU TERESA MARIA ROCA VALLMAJOR,PAV
812130033,Maresme,Mataró,SKATEPARK DE MATARÓ,Altres espais
812130028,Maresme,Mataró,TENNIS TAULA PARC DEL CAMI DE LA SERRA,Altres espais
812130180,Maresme,Mataró,TENNIS TAULA PL. DELS MOLINS,Altres espais
812130196,Maresme,Mataró,TENNIS TAULA PL. PAÏSOS ESLAUS,Altres espais
812130185,Maresme,Mataró,TENNIS TAULA PTGE. PAU CLARIS,Altres espais
812130066,Maresme,Mataró,VELÒDROM MUNICIPAL,POL
812130044,Maresme,Mataró,ZONA ESPORTIVA MUNICIPAL DE CERDANYOLA,CAM
812650048,Maresme,Montgat,ÀREA D'ACTIVITAT FÍSICA PARC DE LA RIERA D'EN FONT,POL
812650045,Maresme,Montgat,ÀREA D'ACTIVITAT FÍSICA PG. MARÍTIM,Altres espais
812650033,Maresme,Montgat,CAMP MUNICIPAL D'ESPORTS,CAM
812650050,Maresme,Montgat,PARC DEL VAIXELL,POL
812650001,Maresme,Montgat,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
812650039,Maresme,Montgat,PISTA POLIESPORTIVA TURÓ DEL MAR,POL
812650040,Maresme,Montgat,PISTES DE PENTACA CLUB MALLORQUINES,PET
812650049,Maresme,Montgat,PISTES DE PETANCA ASSOCIACIÓ DE VEÏNS CASC ANTIC,PET
812650003,Maresme,Montgat,PISTES DE PETANCA LES COSTES,PET
812650013,Maresme,Montgat,PLATJA DE MONTGAT,Altres espais
812650036,Maresme,Montgat,ZONA ESPORTIVA PARC DE LES BATERIES,POL
812650038,Maresme,Montgat,ZONA ESPORTIVA PARC DE LES COSTES,POL
812650037,Maresme,Montgat,ZONA ESPORTIVA PARC DEL TRAMVIA,POL
815370008,Maresme,Òrrius,ÀREA D'ACTIVIAT FÍSICA ESPAI LÚDIC GENT GRAN,Altres espais
815370007,Maresme,Òrrius,"PARC DE PATINATGE ""EL REPLÀ""",Altres espais
815370003,Maresme,Òrrius,PISCINES MUNICIPALS,PAL
815370001,Maresme,Òrrius,PISTA POLIESPORTIVA MUNICIPAL,POL
815370006,Maresme,Òrrius,ZONA ESPORTIVA MUNICIPAL,TEN
815550024,Maresme,Palafolls,ÀREA D'ACTIVITAT FÍSICA PARC JOAQUIM RUYRA,Altres espais
815550001,Maresme,Palafolls,ÀREA D'ACTIVITAT SKATE PARK I PUMP TRACK DE PALAFOLLS,POL
815550010,Maresme,Palafolls,CAMP MUNICIPAL D'ESPORTS,CAM
815550008,Maresme,Palafolls,PAVELLÓ POLIESPORTIU EL PALAUET,PAV
815550009,Maresme,Palafolls,PISCINA MUNICIPAL,PAL
815550003,Maresme,Palafolls,PISTES DE PETANCA PARC DE LES ESPLANES,PET
815550036,Maresme,Palafolls,SALA POLIVALENT,SAL
815550016,Maresme,Palafolls,VEÏNAT DE MAS CARBÓ. EQUIPAMENT DE LLEURE,POL
815550005,Maresme,Palafolls,ZONA ESPORTIVA LA FIGUERASSA,PAV
816350090,Maresme,Pineda de Mar,ÀREA D'ACTIVITAT FÍSICA C. DE L'EMPORDÀ,Altres espais
816350105,Maresme,Pineda de Mar,ÀREA D'ACTIVITAT FÍSICA C. ROSELLÓ,Altres espais
816350098,Maresme,Pineda de Mar,ÀREA D'ACTIVITAT FÍSICA PL. DEL ESTATUT,POL
816350107,Maresme,Pineda de Mar,BASE NÀUTICA MUNICIPAL,Altres espais
816350004,Maresme,Pineda de Mar,CAMP DE FUTBOL CAN XAUBET,CAM
816350010,Maresme,Pineda de Mar,CAMP DE FUTBOL MUNICIPAL CAN FELIU DE MEROLA,CAM
816350095,Maresme,Pineda de Mar,CISTELLA DE BÀSQUET CAN FELIU DE MEROLA,Altres espais
816350011,Maresme,Pineda de Mar,CISTELLA DE BÀSQUET PL. ESPANYA,Altres espais
816350092,Maresme,Pineda de Mar,CISTELLA DE BÀSQUET PL. PAÏSOS CATALANS,Altres espais
816350094,Maresme,Pineda de Mar,CISTELLA DE BÀSQUET PL.DE LES CREUS,Altres espais
816350096,Maresme,Pineda de Mar,CISTELLES DE BÀSQUET PL. DEL VENT,Altres espais
816350008,Maresme,Pineda de Mar,COMPLEX ESPORTIU CAN XAUBET,PCO
816350042,Maresme,Pineda de Mar,PAVELLÓ MUNICIPAL NINO BUSCATÓ,PAV
816350093,Maresme,Pineda de Mar,PISTA DE BÀSQUET PL. DE LA BIBLIOTECA,POL
816350097,Maresme,Pineda de Mar,PISTA POLIESPORTIVA CAN CARRERES,POL
816350103,Maresme,Pineda de Mar,PISTA POLIESPORTIVA DEL CARME,POL
816350009,Maresme,Pineda de Mar,PISTA POLIESPORTIVA MUNICIPAL PINEMAR,PAV
816350106,Maresme,Pineda de Mar,PISTES DE PETANCA MUNICIPALS CAN XAUBET,PET
816350014,Maresme,Pineda de Mar,PISTES DE TENNIS MUNICIPALS,TEN
816350013,Maresme,Pineda de Mar,PISTES MUNICIPALS DE PETANCA CLUB PINEDA,PET
816350100,Maresme,Pineda de Mar,PLATJA DE LA RIERA,PET
816350101,Maresme,Pineda de Mar,PLATJA DE POBLENOU,Altres espais
816350099,Maresme,Pineda de Mar,PLATJA DELS PESCADORS,Altres espais
816350031,Maresme,Pineda de Mar,PLATJA DELS PINS,PET
816350087,Maresme,Pineda de Mar,SKATE PARK PL. DE CAN BEPA,POL
816350091,Maresme,Pineda de Mar,ZONA ESPORTIVA DE CAN MORÉ,CAM
823030027,Maresme,Premià de Dalt,ÀREA D'ACTIVITAT FÍSICA PARC FELICIÀ XARRIÉ,Altres espais
823030013,Maresme,Premià de Dalt,ÀREA D'ESCALADA ROQUES DE L'IGNASI,Altres espais
823030008,Maresme,Premià de Dalt,CAMP D'ESPORTS MUNICIPAL,CAM
823030014,Maresme,Premià de Dalt,LA POMA BIKEPARK,Altres espais
823030017,Maresme,Premià de Dalt,PAVELLÓ MUNICIPAL D'ESPORTS,PAV
823030001,Maresme,Premià de Dalt,PISTA POLIESPORTIVA AV. JOSEP TARRADELLAS,POL
823030006,Maresme,Premià de Dalt,PISTA POLIESPORTIVA CTRA. VILASSAR,POL
823030005,Maresme,Premià de Dalt,PISTA POLIESPORTIVA MUNICIPAL C. RIERETA,POL
823030007,Maresme,Premià de Dalt,PISTA POLIESPORTIVA MUNICIPAL TORRENT CASTELL,POL
823030004,Maresme,Premià de Dalt,PISTES MUNICIPALS DE VOLEI-PLATJA C. RIERETA,POL
823030019,Maresme,Premià de Dalt,RUTA LA RUTA DE L'ESQUIROL(PREMIÀ DE DALT),Altres espais
823030002,Maresme,Premià de Dalt,ZONA ESPORTIVA BARRI DEL REMEI,POL
817270032,Maresme,Premià de Mar,A. TENNIS TAULA PREMIÀ DE MAR,SAL
817270052,Maresme,Premià de Mar,ÀREA D'ACTIVITAT FÍSICA BARRI DEL PALMAR,PET
817270076,Maresme,Premià de Mar,ÀREA D'ACTIVITAT FÍSICA PL. CALASPARRA,Altres espais
817270053,Maresme,Premià de Mar,ÀREA D'ACTIVITAT FÍSICA PL. PAÏSOS CATALANS,PET
817270025,Maresme,Premià de Mar,CAMP DE FUTBOL MUNICIPAL,CAM
817270049,Maresme,Premià de Mar,CENTRE ESPORTIU MUNICIPAL PREMIÀ,PCO
817270007,Maresme,Premià de Mar,CENTRE EXCURSIONISTA PREMIÀ,Altres espais
817270033,Maresme,Premià de Mar,CIRCUIT ESPORTIU,Altres espais
817270041,Maresme,Premià de Mar,CISTELLA DE BÀSQUET PL. JOAN FONT,Altres espais
817270024,Maresme,Premià de Mar,PAVELLÓ D'ESPORTS VORAMAR,PAV
817270040,Maresme,Premià de Mar,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
817270026,Maresme,Premià de Mar,PISCINA COBERTA CEM PREMIÀ,PCO
817270023,Maresme,Premià de Mar,PISTA DE BÀSQUET PL. DELS TARONGERS,POL
817270038,Maresme,Premià de Mar,PISTA DE FÚTBOL 3X3,POL
817270056,Maresme,Premià de Mar,PISTA DE PATINATGE C. SANTIAGO RUSIÑOL,Altres espais
817270042,Maresme,Premià de Mar,PISTA PL. MARESME,POL
817270055,Maresme,Premià de Mar,PISTES DE PETANCA C. DE LA PLAÇA,PET
817270009,Maresme,Premià de Mar,ZONA ESPORTIVA C. RIERA DE PREMIÀ,POL
817270045,Maresme,Premià de Mar,ZONA ESPORTIVA MUNICIPAL DE CAN POU,CAM
819760078,Maresme,Sant Andreu de Llavaneres,ÀREA D'ACTIVITAT FÍSICA PARC DEL MONUMENT,Altres espais
819760076,Maresme,Sant Andreu de Llavaneres,CAMP DE FUTBOL MUNICIPAL,CAM
819760137,Maresme,Sant Andreu de Llavaneres,NOU PAVELLÓ MUNICIPAL D'ESPORTS,PAV
819760075,Maresme,Sant Andreu de Llavaneres,PAVELLO MUNICIPAL,PAV
819760001,Maresme,Sant Andreu de Llavaneres,PISCINES MUNICIPALS,PAL
819760139,Maresme,Sant Andreu de Llavaneres,PISTA POLIESPORTIVA DEL BALÍS,POL
819760080,Maresme,Sant Andreu de Llavaneres,TENNIS TAULA JARDINS DE JOAQUIM PASSI,Altres espais
819760018,Maresme,Sant Andreu de Llavaneres,ZONA ESPORTIVA PARC DE SANT PERE,POL
819760077,Maresme,Sant Andreu de Llavaneres,ZONA ESPORTIVA PG. DE LA MARE DE DÉU DE LOURDES,Altres espais
820370008,Maresme,Sant Cebrià de Vallalta,INSTAL·LACIONS MUNICIPALS SKATE PARK I CAMP FUTBOL,Altres espais
820370009,Maresme,Sant Cebrià de Vallalta,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
820370015,Maresme,Sant Cebrià de Vallalta,PISTA PARC PUIGVERT,POL
820370012,Maresme,Sant Cebrià de Vallalta,PISTA POLIESPORTIVA CAN PALAU,POL
820370011,Maresme,Sant Cebrià de Vallalta,PISTA POLIESPORTIVA VISTAMAR,POL
820370013,Maresme,Sant Cebrià de Vallalta,SALA ESPORTIVA MUNICIPAL,SAL
819390007,Maresme,Sant Iscle de Vallalta,CLUB PETANCA BAIX MONTNEGRE,PET
819390001,Maresme,Sant Iscle de Vallalta,LLAR D'INFANTS VALLALTA,SAL
819390004,Maresme,Sant Iscle de Vallalta,PAVELLÓ MUNICIPAL SANT ISCLE,PAV
823590029,Maresme,Sant Pol de Mar,ÀREA D'ACTIVITAT FÍSICA PARC DEL LITORAL,Altres espais
823590015,Maresme,Sant Pol de Mar,CAMP DE FUTBOL MUNICIPAL,CAM
823590023,Maresme,Sant Pol de Mar,CLUB PETANCA SANT POL,PET
823590014,Maresme,Sant Pol de Mar,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
823590025,Maresme,Sant Pol de Mar,PISTES DE PETANCA MUNICIPALS,PET
823590046,Maresme,Sant Pol de Mar,PUMP TRACK INFANTIL PARC DEL LITORAL,Altres espais
826490009,Maresme,Sant Vicenç de Montalt,CAMP DE FUTBOL,CAM
826490012,Maresme,Sant Vicenç de Montalt,PAVELLÓ MUNICIPAL,PAV
826490047,Maresme,Sant Vicenç de Montalt,PISCINA A L'AIRE LLIURE,PAL
826490048,Maresme,Sant Vicenç de Montalt,PISTES MUNICIPALS DE PETANCA,PET
826490041,Maresme,Sant Vicenç de Montalt,PLATJA/AREA D'ACTIVITAT FISICA  ST. VICENÇ DE M.,Altres espais
826490077,Maresme,Sant Vicenç de Montalt,SKATEPARK I PUMP TRACK SANT VICENÇ DE MONTALT,Altres espais
826130048,Maresme,Santa Susanna,ÀREA D'ACTIVITAT FÍSICA PARC DEL COLOMER,Altres espais
826130045,Maresme,Santa Susanna,ÀREA D'ACTIVITAT FÍSICA PL. PAU CASALS,Altres espais
826130042,Maresme,Santa Susanna,BASE NÀUTICA STA. SUSANNA,Altres espais
826130050,Maresme,Santa Susanna,CAMP DE FUTBOL STA. SUSANNA,CAM
826130044,Maresme,Santa Susanna,CIRCUIT DE SALUT PG. MARÍTIM,Altres espais
826130041,Maresme,Santa Susanna,CLUB PETANCA STA.SUSANNA,PET
826130034,Maresme,Santa Susanna,PISCINA MUNICIPAL,PAL
826130026,Maresme,Santa Susanna,PISTA POLIESPORTIVA CAN TORRENT,POL
826130022,Maresme,Santa Susanna,POLIESPORTIU MUNICIPAL,PAV
826130039,Maresme,Santa Susanna,ZONA ESPORTIVA ALT MARESME,POL
826130049,Maresme,Santa Susanna,ZONA ESPORTIVA PARC DE LA VALL,POL
826130038,Maresme,Santa Susanna,ZONA ESPORTIVA RBLA. DEL MONTNEGRE,CAM
828190005,Maresme,Teià,CAMP MUNICIPAL DE FUTBOL DE TEIÀ,CAM
828190010,Maresme,Teià,CLUB PETANCA TEIÀ,PET
828190006,Maresme,Teià,PISCINA MUNICIPAL,PAL
828190001,Maresme,Teià,POLIESPORTIU MUNICIPAL EL CIM,PAV
828240034,Maresme,Tiana,ÀREA D'ACTIVITAT FÍSICA C. DR. BARRAQUER,POL
828240016,Maresme,Tiana,CAMP DE FUTBOL MUNICIPAL,CAM
828240021,Maresme,Tiana,CLUB PETANCA TIANA,PET
828240076,Maresme,Tiana,PARC ESPORTIU CAN PUIGCARBÓ,Altres espais
828240031,Maresme,Tiana,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
828240023,Maresme,Tiana,PISCINES MUNICIPALS,PAL
828240024,Maresme,Tiana,PISTA POLIESPORTIVA EL PARC,POL
828240030,Maresme,Tiana,POLIESPORTIU MUNICIPAL JORDI MARÍ - DUET SPORT,PCO
828450043,Maresme,Tordera,ÀREA D'ACTIVITAT FÍSICA JARDINS DE L'ALCALDE SAGRE,PET
828450028,Maresme,Tordera,CAMP MUNICIPAL D'ESPORTS,CAM
828450035,Maresme,Tordera,CENTRE ESPORTIU MUNICIPAL TORDERA,PCO
828450029,Maresme,Tordera,INSTAL·LACIONS ESPORTIVES DEL PARC DE LA SARDANA,POL
828450005,Maresme,Tordera,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
828450021,Maresme,Tordera,PISCINA DE MAS MÓRA,PAL
828450025,Maresme,Tordera,PISCINA MUNICIPAL,PAL
828450040,Maresme,Tordera,PISCINA MUNICIPAL LES FERRERES,PAL
828450019,Maresme,Tordera,PISTA L'AMISTAT,POL
828450042,Maresme,Tordera,PISTA MUNICIPAL DE TENNIS,TEN
828450001,Maresme,Tordera,PISTA POLIESPORTIVA COBERTA SANT PERE,POL
828450003,Maresme,Tordera,PISTA POLIESPORTIVA DE SANT ANDREU,POL
828450026,Maresme,Tordera,PISTA POLIESPORTIVA FIBRACOLOR,POL
828450002,Maresme,Tordera,PISTA POLIESPORTIVA MUNICIPAL DE SANT PERE,POL
828450022,Maresme,Tordera,PISTES ESPORTIVES DE MAS MÓRA,POL
828450030,Maresme,Tordera,ZONA ESPORTIVA CAN DOMÈNEC,CAM
828450041,Maresme,Tordera,ZONA ESPORTIVA PARC INDITEX,POL
828450038,Maresme,Tordera,ZONA ESPORTIVA PARC PRUDENCI BERTRANA,CAM
821400023,Maresme,Vilassar de Dalt,ÀREA D'ACTIVITAT FÍSICA BARRI DEL PI - RIERA SALVE,Altres espais
821400012,Maresme,Vilassar de Dalt,ÀREA D'ACTIVITAT FÍSICA DEL VEÏNAT LA FORNACA,POL
821400013,Maresme,Vilassar de Dalt,ÀREA D'ACTIVITAT FÍSICA VEÏNAT DE LES OLIVERES,Altres espais
821400004,Maresme,Vilassar de Dalt,ÀREA D'ESCALADA DE CAN BOQUET,Altres espais
821400003,Maresme,Vilassar de Dalt,CAMP MUNICIPAL DE FUTBOL VALLMORENA,CAM
821400026,Maresme,Vilassar de Dalt,CISTELLA DE BÀSQUET C. MESTRE ENRIC MORERA,Altres espais
821400015,Maresme,Vilassar de Dalt,EDIFICI JOAN MARAGALL,POL
821400009,Maresme,Vilassar de Dalt,PAVELLÓ ESPORTIU CAN BANÚS,PAV
821400011,Maresme,Vilassar de Dalt,PISCINES MUNICIPALS,PCO
821400008,Maresme,Vilassar de Dalt,PISTA D'ATLETISME MUNICIPAL CASILDA ARNAIZ,ATL
821400019,Maresme,Vilassar de Dalt,PISTES DE PETANCA MUNICIPALS PARC DE CAN RAFART,PET
821400010,Maresme,Vilassar de Dalt,PISTES POLIESPORTIVES CAN BANÚS,POL
821400027,Maresme,Vilassar de Dalt,ROCÒDROM GERMANS ESTORACH,Altres espais
821910196,Maresme,Vilassar de Mar,ÀREA D'ACTIVITAT FÍSICA PARC NOU DE LA MAR XICA,Altres espais
821910089,Maresme,Vilassar de Mar,ÀREA D'ACTIVITAT FÍSICA PL. MARTÍ OLIVER,Altres espais
821910199,Maresme,Vilassar de Mar,ÀREA D'ACTIVITAT PL. JOSEP TARRADELLAS,Altres espais
821910090,Maresme,Vilassar de Mar,CAMP DE FUTBOL MUNICIPAL ANNEX,CAM
821910069,Maresme,Vilassar de Mar,CAMP DE FUTBOL MUNICIPAL XEVI RAMON,CAM
821910195,Maresme,Vilassar de Mar,CIRCUIT ESPORTIU PG. MARÍTIM,Altres espais
821910190,Maresme,Vilassar de Mar,CLUB VILASSAR PETANCA,PET
821910192,Maresme,Vilassar de Mar,MULTISPORT CAN JORBA,POL
821910191,Maresme,Vilassar de Mar,MULTISPORT LLUÍS GUARDIOLA,POL
821910086,Maresme,Vilassar de Mar,PAVELLÓ MUNICIPAL D'ESPORTS PACO MARTÍN,PAV
821910187,Maresme,Vilassar de Mar,PAVELLÓ POLIESPORTIU LA BÒBILA,PAV
821910077,Maresme,Vilassar de Mar,PISCINA COBERTA MUNICIPAL,PCO
821910078,Maresme,Vilassar de Mar,PISTA POLIESPORTIVA LLUÍS GUARDIOLA,POL
821910189,Maresme,Vilassar de Mar,PISTES DE PETANCA CAN JORBA,PET
821910072,Maresme,Vilassar de Mar,PISTES MUNICIPALS DE PETANCA PL. CÍRCOL,PET
821910087,Maresme,Vilassar de Mar,PISTES POLIESPORTIVES SANTA MARTA,CAM
821910188,Maresme,Vilassar de Mar,ROCÒDROM DEL CENTRE EXCURSIONISTA,Altres espais
821910071,Maresme,Vilassar de Mar,SKATEPARK DEL POLIGON INDUSTRIAL ELS GARROFERS,Altres espais
821910074,Maresme,Vilassar de Mar,ZONA ESPORTIVA LA HAYA,POL
821910073,Maresme,Vilassar de Mar,ZONA ESPORTIVA MUNICIPAL PARC DE CA L'ABRIL,CAM
821910082,Maresme,Vilassar de Mar,ZONA ESPORTIVA PL. CARLES TRIAS,POL
803480006,Moianès,Calders,CLUB ESPORTIU URB. LA GUARDIA,POL
803480003,Moianès,Calders,PISTES DE PETANCA LA FIGUERETA,PET
803480008,Moianès,Calders,TENNIS TAULA C. DE LA FIGUERETA,Altres espais
803480002,Moianès,Calders,ZONA ESPORTIVA MUNICIPAL,CAM
805560004,Moianès,Castellcir,CASAL MUNICIPAL,SAL
805560007,Moianès,Castellcir,CIRCUIT DE CURSA A PEU,Altres espais
805560008,Moianès,Castellcir,ZONA ESPORTIVA LA PENYORA,CAM
805560003,Moianès,Castellcir,ZONA ESPORTIVA LA QUINTANA,CAM
806410002,Moianès,Castellterçol,CAMP DE FUTBOL CEBRIÀ CALVET,CAM
806410001,Moianès,Castellterçol,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
806410010,Moianès,Castellterçol,PISCINES MUNICIPALS,PAL
806410011,Moianès,Castellterçol,PISTA POLIESPORTIVA MUNICIPAL C. JOAN MIRÓ,POL
806410003,Moianès,Castellterçol,PISTA POLIESPORTIVA MUNICIPAL CTRA. DE MOIÀ,POL
806410014,Moianès,Castellterçol,ZONA ESPORTIVA BOSQUET DE CAN SEDÓ,POL
807060007,Moianès,Collsuspina,ÀREA D'ACTIVITAT FÍSICA DE L'ESPINA,Altres espais
807060003,Moianès,Collsuspina,CAMP DE FUTBOL MUNICIPAL,CAM
807060001,Moianès,Collsuspina,LOCAL SOCIAL RAMON CABANAS,SAL
807060008,Moianès,Collsuspina,PETANQUES MUNICIPALS,PET
807060005,Moianès,Collsuspina,PISCINES MUNICIPALS,PAL
807060002,Moianès,Collsuspina,PISTA POLIESPORTIVA MUNICIPAL,POL
807900007,Moianès,l'Estany,ÀREA D'ACTIVITAT FÍSICA C. DE L'ESPORT,Altres espais
807900005,Moianès,l'Estany,ZONA ESPORTIVA C. DE L'ESPORT,POL
813850003,Moianès,Moià,CIRCUIT VERD MOIÀ,Altres espais
813850015,Moianès,Moià,GIMNÀS MOIÀ SPORT,SAL
813850011,Moianès,Moià,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
813850012,Moianès,Moià,PISCINES MUNICIPALS,PAL
813850016,Moianès,Moià,SKATE PARK AV. DEL PRAT,Altres espais
812870008,Moianès,Monistrol de Calders,ÀREA D'ACTIVITAT FÍSICA PL. NOVA,Altres espais
812870006,Moianès,Monistrol de Calders,CAMP MUNICIPAL DE FUTBOL,CAM
812870007,Moianès,Monistrol de Calders,CENTRE RECREATIU MUNICIPAL,SAL
812870005,Moianès,Monistrol de Calders,PISCINES MUNICIPALS,PAL
812870004,Moianès,Monistrol de Calders,PISTA POLIESPORTIVA MUNICIPAL,POL
812870010,Moianès,Monistrol de Calders,PISTES DE PETANCA CASAL D'AVIS,PET
812870009,Moianès,Monistrol de Calders,SKATE PARK PARC DEL SERRAT,Altres espais
823970009,Moianès,Sant Quirze Safaja,CENTRE CÍVIC,PAV
823970010,Moianès,Sant Quirze Safaja,PISTA ESPORTIVA MUNICIPAL,POL
823970008,Moianès,Sant Quirze Safaja,ZONA ESPORTIVA DE LES CLOTES,CAM
823970006,Moianès,Sant Quirze Safaja,ZONA ESPORTIVA PARC DE L'AIGUA,CAM
823970007,Moianès,Sant Quirze Safaja,ZONA ESPORTIVA PINARS DEL BADÓ,CAM
825890005,Moianès,Santa Maria d'Oló,ÀREA D'ACTIVITAT FÍSICA PARC DEL TORRENT GROS,Altres espais
825890004,Moianès,Santa Maria d'Oló,PAVELLÓ I PISCINES MUNICIPALS,PAV
800440004,Osona,Alpens,CAMP DE FUTBOL,CAM
800440003,Osona,Alpens,PISTA POLIESPORTIVA MUNICIPAL,POL
801740006,Osona,Balenyà,ÀREA D'ACTIVITAT FÍSICA C. SANT MIQUEL,Altres espais
801740013,Osona,Balenyà,ÀREA D'ACTIVITAT FÍSICA PARC ONZE DE SETEMBRE,Altres espais
801740005,Osona,Balenyà,CAMP DE FUTBOL MUNICIPAL JOAN SERRA,CAM
801740002,Osona,Balenyà,PAVELLÓ POLIESPORTIU MUNICIPAL,PAV
801740004,Osona,Balenyà,PISCINES MUNICIPALS,PAL
801740011,Osona,Balenyà,PISTA AJUNTAMENT,Altres espais
801740003,Osona,Balenyà,PISTA DE PETANCA,PET
